buyer_name_clean,ocid,level1,start_date,end_date,co2_pm
"DEPARTMENT FOR CULTURE, MEDIA AND SPORT",ocds-0c46vo-0001-ba7f9fb2-91af-4aab-9e7d-28d32bc8230e,Central Government,2021-08-05,2021-10-15,0.69470475437500000439
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-fe52410d-5549-43df-ada8-209b4fee45a5,Central Government,2021-08-05,2025-08-31,0.00858535887096774193
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-f7a4432b-c974-4822-8646-96608bc51f62,Central Government,2021-08-05,2022-05-31,1.610564265
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-9d5ca826-e896-4273-bc3d-ba62a1507420,Central Government,2021-08-05,2021-12-06,0.89454533516129031848
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-ed620cf8-7678-4096-a9ae-9735c45cb23b,Central Government,2021-08-05,2024-08-05,1.999679046941732
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-ac92c265-c7f2-4f6b-9f31-d1b841d43256,Central Government,2021-08-05,2025-08-04,3.5392464065708419
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-ce11f39a-69f2-4582-8916-9df8a41c0430,Central Government,2021-08-05,2021-11-03,0.19388473628571428838
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-f24ba919-20c5-4fb7-8ae2-896a9185242d,Central Government,2021-08-05,2024-08-04,0.1764694092896441605
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-074cc92c-ab2d-4684-a761-637f1645b670,NHS,2021-08-05,2026-08-04,0.01207262809882803942
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-30eae0d8-4edd-44ac-b97e-9aec085e8cd7,Central Government,2021-08-05,2025-01-01,0.02050564044943820227
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-4acff241-7813-4625-ac4c-0adf0524646c,Central Government,2021-08-05,2025-08-04,0.07494874743326488702
HIGHWAYS ENGLAND,ocds-0c46vo-0001-505df4fc-809b-4201-be27-2304af736bd7,Central Government,2021-08-06,2022-07-31,1.0697804158793333
FOOD STANDARDS AGENCY,ocds-0c46vo-0001-3b11a8f0-0efe-418b-908b-2d8b01981a9e,Central Government,2021-08-06,2021-10-31,0.29158077931034482263
MINISTRY OF JUSTICE,ocds-0c46vo-0001-adcd3c8f-12ab-49b2-badf-e047b21fce34,Central Government,2021-08-06,2023-08-05,8.3333424657534246
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-1f42a8b1-35d0-4e7c-b75d-f3a19fa5f680,Central Government,2021-08-06,2022-03-31,0.42406920965584033821
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-79384481-fbb8-4e50-8918-53efa0ee6a21,Central Government,2021-08-06,2023-03-31,2.4887720751243781
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-6e372dd5-21b3-4443-acc5-5f58c9ba4f64,Central Government,2021-08-06,2025-12-19,0.47749762201127113356
MINISTRY OF DEFENCE,ocds-0c46vo-0001-66c4b1fb-d576-4882-975a-0dc24d7a6402,Central Government,2021-08-06,2022-03-31,0.10956402063025210138
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-a1ec9025-677f-4e4c-afbe-fd179298aca4,Central Government,2021-08-06,2022-05-05,0.14131157610725274762
MINISTRY OF DEFENCE,ocds-0c46vo-0001-d3790bf5-a8b8-43ef-bbc6-295cefe6ab61,Central Government,2021-08-06,2024-08-05,1.2033405232595255
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-152acb0e-4605-422f-b4ee-52ffdf9a7313,Central Government,2021-08-06,2021-11-05,1.5443087576086956
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-02f28312-a550-424b-83f3-bc75fa1aa8b0,Central Government,2021-08-06,2021-11-11,0.17518175575530612235
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-2f655e6e-97e7-4277-a00e-5ecd550cd732,Central Government,2021-08-07,2022-08-06,6.2552358217121096
STUDENT LOANS COMPANY LIMITED,ocds-0c46vo-0001-668a1037-0331-46d5-91ef-e25104cc7825,Central Government,2021-08-08,2022-08-07,0.03485962153561643832
MINISTRY OF DEFENCE,ocds-0c46vo-0001-3c055050-fa61-43bc-a720-cdef7e1f9163,Central Government,2021-08-09,2022-03-31,0.30753225191489361587
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-ac114658-2748-4e28-adc6-b6012b3edb0c,Central Government,2021-08-09,2023-08-08,3.3333369863013699
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-47e39e85-2bfd-4f25-a9b8-6f4d301a541f,Central Government,2021-08-09,2022-07-31,0.18199930425966386566
NATIONAL INSTITUTE FOR HEALTH AND CLINICAL EXCELLENCE,ocds-0c46vo-0001-b10908f7-4b53-45bf-87f5-d633f77800bf,Central Government,2021-08-09,2022-08-08,0.19766688328767123266
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-419cd1eb-0702-43ef-ae67-dfcb485d8b52,Central Government,2021-08-09,2022-03-31,0.46761703958412765782
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-47d1bb17-59d2-434c-bb51-529050c41db4,Central Government,2021-08-09,2022-03-31,0.5177310638297872321
DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ocds-0c46vo-0001-75332735-5301-470a-8045-de3f8dc60631,NHS,2021-08-09,2022-08-08,0.0312697926015616438
FOLKESTONE & HYTHE DISTRICT COUNCIL,ocds-0c46vo-0001-f0fdc4c4-137a-4345-83f7-6b41f4b987c7,NHS,2021-08-09,2021-12-31,0.64923921724137930385
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-f0dcb477-4c40-43a8-985a-10371f4683b0,Central Government,2021-08-09,2022-08-08,0.99166775342465753316
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-73c106b7-e4d1-4676-9624-3adb23619cde,Central Government,2021-08-09,2022-03-31,1.9836865710638298
MINISTRY OF DEFENCE,ocds-0c46vo-0001-8b10adf8-0656-4460-894f-6d9f493fac3e,Central Government,2021-08-09,2021-10-31,0.16584343571428571333
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-78c6e48e-e164-4564-8fe8-686e44c7c67e,Central Government,2021-08-09,2021-11-30,0.87941616842105262149
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-7019d12f-35b9-4b9f-8e9e-a1f281ca15db,Central Government,2021-08-09,2022-03-31,0.28265377287778723298
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-a4635919-f7b1-4592-a40e-1e87d5da3931,Central Government,2021-08-09,2022-08-08,0.19079900909457534226
HOMES ENGLAND,ocds-0c46vo-0001-c020474f-deb6-4f98-a3b4-79935e3d2683,Central Government,2021-08-09,2022-03-31,0.07248234893617021249
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-46421924-07d3-4eca-aacf-26b38560ac01,Central Government,2021-08-09,2021-12-31,0.17620708965517241203
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-3e602191-0ddd-4ca3-9b63-cb93bc8ab386,Central Government,2021-08-09,2022-09-30,9.7366625201837799
HEALTH EDUCATION ENGLAND,ocds-0c46vo-0001-08b2ba6c-6d47-4e95-bfd3-bce7bea1ccc8,Central Government,2021-08-09,2023-01-01,1.1428583953033268
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-7ba31b54-f1c0-4853-ac52-0e26ab71cb22,Central Government,2021-08-09,2021-10-08,105.8202328388360639
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-0d37f257-050d-4e64-881e-f08187160147,Central Government,2021-08-09,2021-12-09,0.49415020278048779985
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-ef4fd690-9d00-499f-a701-a3ca8afab9ee,Central Government,2021-08-09,2022-03-04,0.12634629230769230705
MINISTRY OF JUSTICE,ocds-0c46vo-0001-0055be9e-20b6-42ac-a442-33dfb714c6a0,Central Government,2021-08-09,2022-03-31,0.1258086485106382974
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-c60dadfa-636d-4a58-b5f2-2eb808437869,Central Government,2021-08-10,2021-12-22,0.01351947963066666675
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-c40e1552-62c9-4265-9020-5b0255f5f6b6,Central Government,2021-08-10,2021-11-08,0.28911668314021978419
HM REVENUE AND CUSTOMS TAXES AND DUTIES,ocds-0c46vo-0001-c16fc3b9-357f-4165-98cf-8f9428cff0fe,Central Government,2021-08-10,2023-08-09,6.6036165201654247
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-4fa7f5c5-9704-4122-9356-e57a5b701de5,Central Government,2021-08-10,2025-08-09,728.6683778234086238
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-254bc94c-74b0-44d9-903f-66287d431757,Central Government,2021-08-10,2022-02-04,1.0195541899441341
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-092f97a2-90fe-44c8-bf56-0f1d0652c0fc,Central Government,2021-08-10,2024-08-09,0.02014828850364963503
THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ocds-0c46vo-0001-0a6c5d42-aee4-4684-a1b6-403aa14797dc,NHS,2021-08-10,2021-10-11,0.45547801238095238383
CABINET OFFICE,ocds-0c46vo-0001-53cbfaca-57f1-4396-89c4-4c164e4efaf8,Central Government,2021-08-10,2022-08-10,0.20277800000000000016
HM REVENUE AND CUSTOMS,ocds-0c46vo-0001-c16fc3b9-357f-4165-98cf-8f9428cff0fe,Central Government,2021-08-10,2023-08-09,6.6036165201654247
MINISTRY OF JUSTICE,ocds-0c46vo-0001-2a35a66f-13da-4907-856c-774541e6d18e,Central Government,2021-08-10,2023-08-09,4.1666712328767123
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-1a20bfad-060d-4e05-a029-020242fdf2c7,Central Government,2021-08-10,2021-11-11,0.01647671991836170217
HIGHWAYS ENGLAND,ocds-0c46vo-0001-6b40365f-3288-401a-875c-ccc84222cac9,Central Government,2021-08-10,2021-10-31,0.1662744663549397567
BRITISH TRANSPORT POLICE,ocds-0c46vo-0001-5f8b6c86-d235-43d8-b646-c534a9145ce3,Central Government,2021-08-10,2024-08-09,0.23397408168339416047
HOMES ENGLAND,ocds-0c46vo-0001-8c2e37b9-ee5b-4e61-8a81-1b1be56365e4,Central Government,2021-08-10,2025-04-30,1.00162640404411764716
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-74b8fe9a-8cc7-4849-8545-a87679ab485a,Central Government,2021-08-11,2022-03-31,0.36304224334763948622
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-4ff844aa-1270-4b38-825a-ff95879a4708,Central Government,2021-08-11,2022-01-31,1.5618451024137931
DEPARTMENT FOR INTERNATIONAL TRADE,ocds-0c46vo-0001-979743d4-fe78-4936-8452-90ffee8ec9a9,Central Government,2021-08-11,2022-03-31,0.10443502145922746817
HIGHWAYS ENGLAND,ocds-0c46vo-0001-e086dc2c-d3b7-427e-bbab-254cbfaf6d8e,Central Government,2021-08-11,2022-02-28,0.56818049271237624026
MINISTRY OF DEFENCE,ocds-0c46vo-0001-5beac2c7-9da6-487c-9dc1-1c5104f44031,Central Government,2021-08-12,2021-11-30,2.8726791991891892
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-bbd36a94-695e-4968-b708-cd6dcb3d8002,Central Government,2021-08-12,2022-03-31,3.3576220290788793
THE NATIONAL ARCHIVES,ocds-0c46vo-0001-f43fc6f8-ca90-4fd1-bc4c-1ab72a509fd5,Central Government,2021-08-12,2023-08-12,0.03604748444248974008
EAST WEST RAILWAY COMPANY LIMITED,ocds-0c46vo-0001-7526f8a5-2fee-46b7-b794-d78921eff46a,Central Government,2021-08-12,2021-11-19,1.01389002027780001325
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-26b4ffb8-d141-4eae-ace1-37d37ec8ca32,Central Government,2021-08-12,2022-03-31,0.42291799220689655193
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-4466d95b-4002-46c5-8b7c-1f9fc1898606,Central Government,2021-08-12,2021-10-07,31.9078746619399996
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-6ce0dff9-11d8-41a5-a6ad-17d604c545bc,Central Government,2021-08-12,2022-08-11,1.5833350684931507
COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ocds-0c46vo-0001-f6ed2a19-df10-49cf-829e-e39409270961,NHS,2021-08-13,2025-01-31,2.2811057250297397
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-68ae37d2-ee97-4656-baa1-89195cc7fcfe,Central Government,2021-08-13,2022-02-13,3.7843307237837838
COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ocds-0c46vo-0001-fb309338-2ba5-4759-8bb7-950c2e6f4633,NHS,2021-08-13,2025-01-31,1.9298605051932729
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-44d58f93-2166-4c31-8758-ae8d5f88ba15,Central Government,2021-08-13,2022-02-11,0.12963497813114754108
MINISTRY OF DEFENCE,ocds-0c46vo-0001-bf40a3dd-b0c7-4a2c-9e8b-28596659e9ef,Central Government,2021-08-13,2021-11-05,0.05007662350588235306
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-56ee2c3e-5397-415f-95c0-e07e8bdc8119,Central Government,2021-08-14,2024-07-31,0.15661651512465373957
THE NATIONAL ARCHIVES,ocds-0c46vo-0001-da9f612f-ccdf-498f-bc1b-3176f91a9937,Central Government,2021-08-15,2023-08-14,0.00747402485736986301
THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ocds-0c46vo-0001-cea5c623-c52f-4c1d-86b7-ee576268ffa0,NHS,2021-08-15,2021-12-12,14.9425453024575
"ROYAL BOTANIC GARDENS, KEW",ocds-0c46vo-0001-7aa075e6-39ed-43f6-8bb6-2c0fa45b2ec4,Central Government,2021-08-15,2022-07-31,0.03245019937948717941
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-64b6d871-ab7c-4474-9df0-cec9b112009d,Central Government,2021-08-16,2022-03-22,14.767917572890411
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-08cc0236-4f40-4cff-8b39-84c40a417b3c,Central Government,2021-08-16,2021-12-20,0.28069105563779527886
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-15e72cd1-6855-4687-8a37-e6431cce4096,Central Government,2021-08-16,2023-03-31,24.204196868358769
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-2b0c932b-0f37-4887-af7f-1f7e5df3c05d,Central Government,2021-08-16,2021-09-24,0.55708186049999999881
"DEPARTMENT FOR CULTURE, MEDIA AND SPORT",ocds-0c46vo-0001-61842f06-3708-43cf-b745-49b8e6a89fb4,Central Government,2021-08-16,2022-03-31,0.53423998605263157994
GOVERNMENT LEGAL DEPARTMENT,ocds-0c46vo-0001-71d5f6ad-52ab-4bb3-b2b6-07ffe3764379,Central Government,2021-08-16,2022-04-30,0.05180624217441860457
NATIONAL EMPLOYMENT SAVINGS TRUST,ocds-0c46vo-0001-75f3e314-5199-442b-b1c4-cf188ef9b3f2,Central Government,2021-08-16,2023-08-15,0.08250009041095890402
THE NATIONAL ARCHIVES,ocds-0c46vo-0001-a98fdfb7-2ff9-41f3-9852-9748b43c2d8a,Central Government,2021-08-16,2024-08-15,0.01998177372262773722
FOLKESTONE & HYTHE DISTRICT COUNCIL,ocds-0c46vo-0001-a5b8bbc3-b923-4a3b-87b6-7bf77f82f49a,NHS,2021-08-16,2024-08-15,1.2106810998106752
MINISTRY OF JUSTICE,ocds-0c46vo-0001-b85563b0-fb1f-4c98-bf66-fbfb0002820a,Central Government,2021-08-16,2022-09-30,21.7579313868613139
DEPARTMENT FOR DIGITAL CULTURE MEDIA AND SPORT,ocds-0c46vo-0001-df2ae38d-727c-40aa-a219-2a72dbca6502,Central Government,2021-08-16,2021-10-31,0.16450694435064935241
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-fc22d9b9-e20a-4551-b06c-d08ef4778950,Central Government,2021-08-16,2021-10-31,2.502555481701039
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-bc37a8ef-fea2-4e96-a015-e644d58562fb,Central Government,2021-08-16,2021-09-30,1.3224652173913044
NORTHERN LIGHTHOUSE BOARD,ocds-0c46vo-0001-aa69a3e2-7bbe-460f-8af1-02c1ed45b5c7,Central Government,2021-08-16,2026-08-31,0.00877064388599348534
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-72ede30f-a931-4677-97cc-3903cf0e75a2,Central Government,2021-08-16,2021-12-31,0.24713348339130434757
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-d9ed9d0f-71af-4c0a-8456-5c5140b53710,Central Government,2021-08-16,2021-09-30,0.32684727847826087643
HIGHWAYS ENGLAND,ocds-0c46vo-0001-c33f8144-cc99-4c27-ae2e-588799a011ca,Central Government,2021-08-16,2028-08-15,26.7647927258506062
SPORT ENGLAND,ocds-0c46vo-0001-ee8d7921-393d-4353-a113-71e0a3b8a28d,Central Government,2021-08-16,2021-10-08,0.19151255555555555676
HIGHWAYS ENGLAND,ocds-0c46vo-0001-abc8b978-631e-4ec3-b8cd-13edeb690ce4,Central Government,2021-08-16,2028-08-15,71.3727806022682831
MINISTRY OF DEFENCE,ocds-0c46vo-0001-3188560f-5df3-44a1-a036-55e9958c42ec,Central Government,2021-08-16,2023-03-31,6.8529815463648567
MINISTRY OF JUSTICE,ocds-0c46vo-0001-88cc75de-1b43-48d8-8fb6-b2e4d77bf6bd,Central Government,2021-08-16,2022-03-31,0.08324570526315789489
DRIVER AND VEHICLE LICENSING AGENCY,ocds-0c46vo-0001-f7b8228f-7b0e-4931-8f00-7f54a46ac683,Central Government,2021-08-16,2023-08-15,0.15000016438356164367
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-4b362773-901a-4720-b088-66c2784b16a8,Central Government,2021-08-16,2022-05-31,3.1490208486134948
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-123e45c2-c3e6-4cba-a54a-84701b1222ac,Central Government,2021-08-16,2023-08-15,0.0343225376136986301
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,ocds-0c46vo-0001-51423d77-c434-41d7-9d84-21ff8b548982,Central Government,2021-08-17,2022-05-31,6.21007625
MINISTRY OF DEFENCE,ocds-0c46vo-0001-25de47fd-2c18-4449-bf72-635735c80ab4,Central Government,2021-08-17,2022-03-31,0.25330276052127753275
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-447a21c9-70bd-4856-9ca6-006817f2104d,Central Government,2021-08-17,2022-09-24,418.9825136138613849
DRIVER AND VEHICLE STANDARDS AGENCY,ocds-0c46vo-0001-aa79f333-1fba-4cff-83ea-6c2f9c24fb68,Central Government,2021-08-17,2024-08-16,0.04944489907664233574
HIGHWAYS ENGLAND,ocds-0c46vo-0001-d84b096a-717a-4a9a-81ea-600222702eb3,Central Government,2021-08-17,2022-03-31,0.32994540783911894236
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-863b9faf-083c-4a27-8973-e35a7321b9a9,Central Government,2021-08-17,2022-05-21,20.7883920863309353
THE NATIONAL ARCHIVES,ocds-0c46vo-0001-9242d4b5-751c-4ceb-84ed-238030f22b4f,Central Government,2021-08-17,2021-10-05,0.18250020000000000239
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,ocds-0c46vo-0001-2c4d3d93-107e-4afa-8c54-ab873cceabde,Central Government,2021-08-17,2022-02-15,6.7400657231139344
MINISTRY OF DEFENCE,ocds-0c46vo-0001-63769197-e1a3-41a7-b95f-5dc14012f459,Central Government,2021-08-17,2022-08-16,0.09885634166893150674
GOVERNMENT INTERNAL AUDIT AGENCY,ocds-0c46vo-0001-eb15f4bc-7280-42ca-a069-bf11044836ce,Central Government,2021-08-18,2021-10-01,0.50345045913333333651
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-41fdfe67-cffd-406b-960e-0c2fd779be1c,Central Government,2021-08-18,2022-08-17,5.7600063123287671
MINISTRY OF DEFENCE,ocds-0c46vo-0001-580fbfdf-c36a-4d28-b668-f9f98e22be34,Central Government,2021-08-18,2021-10-31,9886.4413899999999288
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-7ca44da5-7ff4-41fd-9d97-5f11b67be6ca,Central Government,2021-08-18,2021-11-09,0.70972299999999999591
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-4cbe06e2-d31e-4f32-a598-5a14b1175c37,Central Government,2021-08-18,2022-08-17,5.7600063123287671
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-cfe40de9-204d-4a77-bf82-511bb9cbd950,Central Government,2021-08-18,2022-03-31,9.3262931851858407
HM TREASURY,ocds-0c46vo-0001-eb15f4bc-7280-42ca-a069-bf11044836ce,Central Government,2021-08-18,2021-10-01,0.50345045913333333651
MINISTRY OF JUSTICE,ocds-0c46vo-0001-9df92871-980e-4bae-b7ec-9db70430404b,Central Government,2021-08-19,2023-08-18,0.16666684931506849297
MINISTRY OF DEFENCE,ocds-0c46vo-0001-41875f34-c6b4-4e80-aa3c-85d28e356486,Central Government,2021-08-19,2022-03-31,1.8406834986666667
HOMES ENGLAND,ocds-0c46vo-0001-76eb697e-e6dd-4a7f-8d9d-c351f80fc822,Central Government,2021-08-19,2023-03-31,0.0326335103389830509
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-55cddd7c-d543-4f3e-96d5-ac606337a797,Central Government,2021-08-20,2022-02-09,5.5291442298275862
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-e197754f-9105-4070-9250-8242f012291e,Central Government,2021-08-20,2023-09-27,0.12391067437061118359
LEIDOS SUPPLY,ocds-0c46vo-0001-75421557-ec17-4da1-8a30-04707c76578b,Central Government,2021-08-20,2025-08-20,3.3691080182635157
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-bab0c226-1a97-4091-afa6-bb1005f85705,Central Government,2021-08-20,2022-03-25,0.40613270807339449483
LEIDOS SUPPLY,ocds-0c46vo-0001-3374665a-2c5d-4823-82bc-73da219580ff,Central Government,2021-08-20,2025-08-19,84.5255318275154004
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,ocds-0c46vo-0001-7696dd96-8729-46c6-affd-a51f08d46733,Central Government,2021-08-20,2021-09-30,0.000086904857142857145504
HEALTH EDUCATION ENGLAND,ocds-0c46vo-0001-d4daf6f2-c7b1-4312-a2e1-5e0031b59a6a,Central Government,2021-08-20,2023-08-19,0.01629168452054794519
CARE QUALITY COMMISSION,ocds-0c46vo-0001-73a77f62-3157-4993-bc3c-a19120e0caf5,Central Government,2021-08-21,2022-08-20,0.02316730872213698628
CARE QUALITY COMMISSION,ocds-0c46vo-0001-806378f6-b027-42d2-8341-ba09defb32de,Central Government,2021-08-21,2021-10-21,0.07619383349999999965
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-b587da7c-ade2-431b-9b90-99457a488d03,Central Government,2021-08-23,2023-08-22,0.14625016027397260258
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-81d1c7c9-b64d-40f7-8542-e55374cf1fe9,Central Government,2021-08-23,2022-08-22,0.50000054794520547891
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-72a85e91-4533-481a-b52d-d6a3794cf18a,Central Government,2021-08-23,2022-12-30,0.17942780606060606064
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-373ab8a3-a9c1-467d-a624-7e22fcd83841,Central Government,2021-08-23,2022-08-22,0.2750003013698630134
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-dddeb6df-3a91-4643-916b-8280d4a9249c,NHS,2021-08-23,2022-08-22,0.13524196487687671218
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-f73180f9-0e98-4f54-b891-b32838b2cccb,Central Government,2021-08-23,2022-02-21,1.1668045573770492
MINISTRY OF DEFENCE,ocds-0c46vo-0001-087d1709-7003-4e4f-8257-35e85b0c2b56,Central Government,2021-08-23,2022-03-31,8.9505253849531221
BRITISH TRANSPORT POLICE,ocds-0c46vo-0001-9fac66c7-3eba-45ab-ad22-206cf62acd7f,Central Government,2021-08-23,2022-08-22,0.03153753456164383558
FOOD STANDARDS AGENCY,ocds-0c46vo-0001-14179d7f-c545-4671-b8bd-16f9f4176cdf,Central Government,2021-08-23,2021-12-31,0.35634496812274809477
OFFICE OF RAIL AND ROAD,ocds-0c46vo-0001-d002713f-2a41-4621-abfd-839666798392,Central Government,2021-08-23,2022-02-22,0.0471128233695652176
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-f354d22b-a157-4a9d-82e3-203f8bc9a775,Central Government,2021-08-23,2022-02-10,1.7634612348837209
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-30915676-374a-46ee-adc8-b1fd00c33e02,Central Government,2021-08-23,2021-11-29,0.33796333333333333547
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-a75ab5b2-7bfc-4ac1-968c-38e9aeb5bf84,Central Government,2021-08-23,2021-11-19,0.17370410047280898854
MINISTRY OF JUSTICE,ocds-0c46vo-0001-d665ebc4-ac79-4f92-bf1e-8d69168c8a8d,Central Government,2021-08-23,2022-05-22,0.06563656460439560457
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-d0e6a18a-2748-4bde-8ddf-564d70d90b8f,Central Government,2021-08-23,2022-08-22,0.50000054794520547891
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-1489d694-6f16-4fbe-a363-b72962b9a60d,Central Government,2021-08-24,2021-12-17,0.12580976431034482765
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-2bbe08ba-cb39-45e6-9efe-aac5f15bf66b,Central Government,2021-08-24,2023-08-23,0.05983339890410958898
HM LAND REGISTRY,ocds-0c46vo-0001-c1dea31a-85ad-4705-a4e4-e5014259613d,Central Government,2021-08-24,2026-08-23,0.00474290634775465498
